,network,image,original_label,original_predicted_label,predicted_label,target,method,IM1,IM2,correctness,l1,l2,linf,implausibility,morans_i_original,morans_i_explanation,morans_i_original_minus_explanation,optim_time,correctness_ratio,weak_correctness,morans_i_difference,timeout
0,cifar_captum_cnn_output,0.0,3,2,2.0,0.0,PIECE,1.0,0.0014110223539615658,0,847.8623,19.216583,1.1505275,1232.3658,0.7266930341720581,0.8526521325111389,0.44246962666511536,35.495933294296265,0.5555555555555556,1,0.1259590983390808,1.0
1,cifar_captum_cnn_output,0.0,3,2,1.0,1.0,PIECE,0.9424804260147565,0.0017290668528845167,1,990.3136,22.043844,1.3811473,1079.7982,0.7266930341720581,0.8043147921562195,0.49486806988716125,16.772948741912842,0.5555555555555556,1,0.07762175798416138,1.0
2,cifar_captum_cnn_output,0.0,3,2,3.0,3.0,PIECE,1.1043975010083669,0.0012378300695973599,1,769.0487,17.3536,1.1201342,947.9877,0.7266930341720581,0.8663898706436157,0.4305763840675354,0.1063694953918457,0.5555555555555556,1,0.13969683647155762,1.0
3,cifar_captum_cnn_output,0.0,3,2,3.0,4.0,PIECE,1.145601843737922,0.0011855414002812131,0,790.88055,17.676945,1.1016909,659.6548,0.7266930341720581,0.876644492149353,0.41936782002449036,35.81945300102234,0.5555555555555556,1,0.14995145797729492,1.0
4,cifar_captum_cnn_output,0.0,3,2,3.0,5.0,PIECE,1.063840517534921,0.0013112976795142295,0,800.2887,18.072105,1.0908377,882.5759,0.7266930341720581,0.8166037201881409,0.4288385212421417,35.98526096343994,0.5555555555555556,1,0.08991068601608276,1.0
5,cifar_captum_cnn_output,0.0,3,2,6.0,6.0,PIECE,1.5250843960573979,0.0010697406875562942,1,767.67334,17.3599,1.113133,740.4835,0.7266930341720581,0.8403857350349426,0.4141717851161957,2.639457941055298,0.5555555555555556,1,0.11369270086288452,1.0
6,cifar_captum_cnn_output,0.0,3,2,7.0,7.0,PIECE,0.8238791373588883,0.0010124529756459194,1,811.5188,18.56846,1.1136739,1050.8384,0.7266930341720581,0.9070915579795837,0.4477379024028778,16.167048931121826,0.5555555555555556,1,0.18039852380752563,0.0
7,cifar_captum_cnn_output,0.0,3,2,2.0,8.0,PIECE,1.0,0.0014528458323224622,0,824.38806,18.428953,1.1030518,989.6768,0.7266930341720581,0.8089340329170227,0.3875153064727783,35.85088777542114,0.5555555555555556,1,0.0822409987449646,1.0
8,cifar_captum_cnn_output,0.0,3,2,9.0,9.0,PIECE,0.8304693251890016,0.0006760120446821311,1,789.3044,17.83681,1.1709237,1138.1213,0.7266930341720581,0.8666966557502747,0.4519556760787964,1.7926008701324463,0.5555555555555556,1,0.14000362157821655,1.0
9,cifar_captum_cnn_output,1.0,8,1,0.0,0.0,PIECE,1.2785989274171548,0.00250188510166371,1,925.0997,22.646946,1.5335332,1488.6509,0.9274610280990601,0.9064926505088806,0.5816825032234192,0.9393227100372314,0.3333333333333333,1,0.020968377590179443,1.0
10,cifar_captum_cnn_output,1.0,8,1,0.0,2.0,PIECE,1.2270489201650507,0.0026205593323762404,0,946.4341,23.433353,1.7053919,1554.8966,0.9274610280990601,0.8980149626731873,0.6268410086631775,35.77924299240112,0.3333333333333333,1,0.029446065425872803,0.0
11,cifar_captum_cnn_output,1.0,8,1,1.0,3.0,PIECE,1.0,0.0019819053414818107,0,1076.7217,25.592505,1.5600927,1637.2961,0.9274610280990601,0.8779584169387817,0.626453161239624,35.82176375389099,0.3333333333333333,1,0.04950261116027832,0.0
12,cifar_captum_cnn_output,1.0,8,1,0.0,4.0,PIECE,1.3611571071135224,0.002345444662613512,0,895.5222,21.41435,1.4129027,1802.814,0.9274610280990601,0.9198470115661621,0.5070450901985168,36.079710245132446,0.3333333333333333,1,0.007614016532897949,1.0
13,cifar_captum_cnn_output,1.0,8,1,1.0,5.0,PIECE,1.0,0.0020114607846605055,0,1008.53033,24.41363,1.6306849,1787.431,0.9274610280990601,0.8769704699516296,0.6038046479225159,36.18159556388855,0.3333333333333333,1,0.05049055814743042,1.0
14,cifar_captum_cnn_output,1.0,8,1,0.0,6.0,PIECE,1.2738778070327008,0.002677116701061653,0,942.28253,22.861631,1.6279473,1710.1216,0.9274610280990601,0.8947601914405823,0.595625102519989,36.27928686141968,0.3333333333333333,1,0.03270083665847778,0.0
15,cifar_captum_cnn_output,1.0,8,1,7.0,7.0,PIECE,0.9513896381950913,0.002023502949571953,1,1026.2161,24.66703,1.6045165,1549.9606,0.9274610280990601,0.877653956413269,0.6052887439727783,30.47779965400696,0.3333333333333333,1,0.049807071685791016,0.0
16,cifar_captum_cnn_output,1.0,8,1,1.0,8.0,PIECE,1.0,0.001927582122945961,0,1075.138,25.033857,1.5314119,1147.936,0.9274610280990601,0.882347583770752,0.5985287427902222,36.29524064064026,0.3333333333333333,1,0.045113444328308105,1.0
17,cifar_captum_cnn_output,1.0,8,1,9.0,9.0,PIECE,0.9805828009114376,0.001619843339599627,1,966.266,23.554754,1.5669167,1361.7181,0.9274610280990601,0.9055858850479126,0.6100517511367798,10.002952814102173,0.3333333333333333,1,0.02187514305114746,0.0
18,cifar_captum_cnn_output,2.0,8,1,1.0,0.0,PIECE,1.0,0.0016314623002564282,0,617.2617,14.893161,1.2186859,1337.0586,0.9021746516227722,0.9045712947845459,0.5131583213806152,36.21499943733215,0.3333333333333333,1,0.0023966431617736816,0.0
19,cifar_captum_cnn_output,2.0,8,1,1.0,2.0,PIECE,1.0,0.0014411644330905517,0,671.8856,15.527007,1.2352036,1338.7659,0.9021746516227722,0.908487856388092,0.5133203268051147,36.17783856391907,0.3333333333333333,1,0.006313204765319824,1.0
20,cifar_captum_cnn_output,2.0,8,1,1.0,3.0,PIECE,1.0,0.0014220123629236122,0,598.5995,13.886597,0.930531,1605.996,0.9021746516227722,0.9187327027320862,0.46064236760139465,36.31993365287781,0.3333333333333333,1,0.016558051109313965,1.0
21,cifar_captum_cnn_output,2.0,8,1,7.0,4.0,PIECE,0.7918757087849542,0.0014680027153123828,0,718.4891,16.499222,1.1489226,1349.3512,0.9021746516227722,0.8693206906318665,0.4375562071800232,36.17453074455261,0.3333333333333333,1,0.03285396099090576,1.0
22,cifar_captum_cnn_output,2.0,8,1,1.0,5.0,PIECE,1.0,0.001987039241622476,0,743.0596,17.536726,1.2629952,1508.351,0.9021746516227722,0.87994784116745,0.4953688979148865,36.05762338638306,0.3333333333333333,1,0.022226810455322266,1.0
23,cifar_captum_cnn_output,2.0,8,1,1.0,6.0,PIECE,1.0,0.0015895850492622743,0,657.15906,15.440217,1.0450194,1503.5222,0.9021746516227722,0.9170046448707581,0.5323290228843689,36.03853368759155,0.3333333333333333,1,0.01482999324798584,1.0
24,cifar_captum_cnn_output,2.0,8,1,7.0,7.0,PIECE,0.8328745609538251,0.0012897688103460456,1,603.214,13.872258,1.0041311,1418.725,0.9021746516227722,0.9036581516265869,0.4366266429424286,2.593258857727051,0.3333333333333333,1,0.0014835000038146973,0.0
25,cifar_captum_cnn_output,2.0,8,1,8.0,8.0,PIECE,0.9262001598055305,0.0014586206537354908,1,548.835,13.033837,0.9621429,1055.1356,0.9021746516227722,0.9220960140228271,0.44880494475364685,1.6640739440917969,0.3333333333333333,1,0.01992136240005493,1.0
26,cifar_captum_cnn_output,2.0,8,1,9.0,9.0,PIECE,0.8980756145255318,0.001163615665931626,1,554.5753,13.059599,1.0444158,1181.6035,0.9021746516227722,0.9134732484817505,0.4432932734489441,0.2508566379547119,0.3333333333333333,1,0.011298596858978271,0.0
27,cifar_captum_cnn_output,3.0,0,0,1.0,1.0,PIECE,0.8634408484054749,0.0016033310984665129,1,831.8188,19.73914,1.3287766,1409.1602,0.8780081272125244,0.8604785203933716,0.5974414944648743,6.369806528091431,0.3333333333333333,1,0.017529606819152832,0.0
28,cifar_captum_cnn_output,3.0,0,0,0.0,2.0,PIECE,1.0,0.0017349601006828787,0,854.4237,19.783598,1.1711679,1190.9012,0.8780081272125244,0.8418659567832947,0.6049474477767944,35.98625373840332,0.3333333333333333,1,0.036142170429229736,1.0
29,cifar_captum_cnn_output,3.0,0,0,0.0,3.0,PIECE,1.0,0.0018764599349615785,0,882.3777,20.253742,1.1921725,1345.5013,0.8780081272125244,0.855223536491394,0.6067755222320557,35.84955954551697,0.3333333333333333,1,0.02278459072113037,1.0
30,cifar_captum_cnn_output,3.0,0,0,0.0,4.0,PIECE,1.0,0.001318095064994899,0,848.58966,19.041506,1.0826871,1141.6097,0.8780081272125244,0.8945209980010986,0.5942946076393127,35.90744948387146,0.3333333333333333,1,0.01651287078857422,1.0
31,cifar_captum_cnn_output,3.0,0,0,0.0,5.0,PIECE,1.0,0.0011926080613362177,0,806.12286,18.615088,1.1797109,1359.6079,0.8780081272125244,0.8814732432365417,0.6240635514259338,35.97730231285095,0.3333333333333333,1,0.003465116024017334,1.0
32,cifar_captum_cnn_output,3.0,0,0,0.0,6.0,PIECE,1.0,0.0011806919673537444,0,802.99255,18.180851,1.155275,1364.1383,0.8780081272125244,0.8807657361030579,0.5620881915092468,36.038893699646,0.3333333333333333,1,0.0027576088905334473,1.0
33,cifar_captum_cnn_output,3.0,0,0,0.0,7.0,PIECE,1.0,0.0025290664474595715,0,1102.2596,24.841488,1.3694212,1146.918,0.8780081272125244,0.8612232804298401,0.6481264233589172,35.91052842140198,0.3333333333333333,1,0.016784846782684326,0.0
34,cifar_captum_cnn_output,3.0,0,0,8.0,8.0,PIECE,0.7358360899891867,0.0009984068119395094,1,828.7566,19.271475,1.4584036,935.225,0.8780081272125244,0.8877385854721069,0.6312577128410339,26.267024278640747,0.3333333333333333,1,0.00973045825958252,0.0
35,cifar_captum_cnn_output,3.0,0,0,9.0,9.0,PIECE,0.7101267691800498,0.0012323766847265362,1,848.8568,19.90626,1.2763519,1173.12,0.8780081272125244,0.8509132266044617,0.5862945318222046,6.266830921173096,0.3333333333333333,1,0.027094900608062744,0.0
36,cifar_captum_cnn_output,4.0,6,6,0.0,0.0,PIECE,1.0263817837746978,0.00223952519759914,1,854.73676,19.270868,1.1609969,1421.9592,0.7277253866195679,0.870913565158844,0.3974723517894745,11.75828766822815,0.4444444444444444,1,0.14318817853927612,0.0
37,cifar_captum_cnn_output,4.0,6,6,4.0,1.0,PIECE,0.9215439188371845,0.0023601722947435657,0,906.14264,20.568987,1.2740166,1377.077,0.7277253866195679,0.855188250541687,0.433301717042923,35.7409131526947,0.4444444444444444,1,0.12746286392211914,0.0
38,cifar_captum_cnn_output,4.0,6,6,2.0,2.0,PIECE,0.9164177239389627,0.0025999350594884717,1,807.5563,18.14301,1.0389383,954.7348,0.7277253866195679,0.8222905993461609,0.4489026367664337,5.375844240188599,0.4444444444444444,1,0.09456521272659302,1.0
39,cifar_captum_cnn_output,4.0,6,6,3.0,3.0,PIECE,0.910512777409172,0.00247473535188831,1,755.69385,17.12578,1.0659037,1040.3785,0.7277253866195679,0.8385116457939148,0.3927566409111023,4.366671085357666,0.4444444444444444,1,0.11078625917434692,1.0
40,cifar_captum_cnn_output,4.0,6,6,4.0,4.0,PIECE,0.8980908177741831,0.0024970537839575056,1,764.1981,17.288044,1.035167,767.7061,0.7277253866195679,0.8209949731826782,0.3740704655647278,0.0715024471282959,0.4444444444444444,1,0.09326958656311035,1.0
41,cifar_captum_cnn_output,4.0,6,6,3.0,5.0,PIECE,0.9397411098481515,0.0027141740211501127,0,793.7682,18.046358,1.0699065,999.3832,0.7277253866195679,0.8392242789268494,0.4144730865955353,35.76725792884827,0.4444444444444444,1,0.1114988923072815,1.0
42,cifar_captum_cnn_output,4.0,6,6,4.0,7.0,PIECE,0.8844576370898298,0.002575332393932946,0,787.9508,17.91886,1.1961882,1120.7858,0.7277253866195679,0.8207729458808899,0.38137558102607727,36.00784635543823,0.4444444444444444,1,0.09304755926132202,1.0
43,cifar_captum_cnn_output,4.0,6,6,4.0,8.0,PIECE,0.8940589405170155,0.0022363572276860575,0,860.1936,19.513649,1.3272594,1525.9874,0.7277253866195679,0.8826749324798584,0.42076632380485535,35.95761728286743,0.4444444444444444,1,0.15494954586029053,0.0
44,cifar_captum_cnn_output,4.0,6,6,6.0,9.0,PIECE,1.0,0.0024620441761665796,0,807.9248,18.38077,1.0879802,1378.0104,0.7277253866195679,0.7646511793136597,0.3659226894378662,35.92655277252197,0.4444444444444444,1,0.0369257926940918,0.0
45,cifar_captum_cnn_output,5.0,6,6,6.0,0.0,PIECE,1.0,0.004199683742026333,0,1286.8215,28.155643,1.5290444,1260.2408,0.8255406618118286,0.6840306520462036,0.49294817447662354,35.795931577682495,0.3333333333333333,1,0.141510009765625,0.0
46,cifar_captum_cnn_output,5.0,6,6,1.0,1.0,PIECE,0.9163122791686805,0.004062162033119584,1,1125.26,25.477201,1.2734292,1290.1208,0.8255406618118286,0.6530263423919678,0.43472933769226074,13.852153539657593,0.3333333333333333,1,0.17251431941986084,1.0
47,cifar_captum_cnn_output,5.0,6,6,6.0,2.0,PIECE,1.0,0.0034372492870332616,0,1078.4166,24.280098,1.4736925,1075.3903,0.8255406618118286,0.7023259997367859,0.49594709277153015,35.83367991447449,0.3333333333333333,1,0.12321466207504272,0.0
48,cifar_captum_cnn_output,5.0,6,6,6.0,3.0,PIECE,1.0,0.004011052144875222,0,1069.9287,24.463017,1.4178995,1316.393,0.8255406618118286,0.7433344125747681,0.4640013873577118,35.65350365638733,0.3333333333333333,1,0.08220624923706055,0.0
49,cifar_captum_cnn_output,5.0,6,6,6.0,4.0,PIECE,1.0,0.0031136298467061203,0,1032.5011,23.442888,1.4088554,878.237,0.8255406618118286,0.6737440824508667,0.467793345451355,35.86631536483765,0.3333333333333333,1,0.15179657936096191,0.0
50,cifar_captum_cnn_output,5.0,6,6,6.0,5.0,PIECE,1.0,0.004615437402988448,0,1253.6516,27.631058,1.4818968,1185.2728,0.8255406618118286,0.6768202781677246,0.45104870200157166,35.63558292388916,0.3333333333333333,1,0.148720383644104,1.0
51,cifar_captum_cnn_output,5.0,6,6,7.0,7.0,PIECE,0.6798832230203022,0.0023566322439513647,1,979.40326,22.508049,1.4189693,1125.7662,0.8255406618118286,0.6852697730064392,0.51433265209198,6.547302961349487,0.3333333333333333,1,0.1402708888053894,1.0
52,cifar_captum_cnn_output,5.0,6,6,6.0,8.0,PIECE,1.0,0.00497354313732788,0,1207.4281,27.280968,1.4866117,1262.5702,0.8255406618118286,0.6650667190551758,0.45327597856521606,35.51135492324829,0.3333333333333333,1,0.16047394275665283,1.0
53,cifar_captum_cnn_output,5.0,6,6,9.0,9.0,PIECE,0.8486759368033734,0.0038302719212663467,1,1124.2937,25.483492,1.3143713,1353.0743,0.8255406618118286,0.6512455344200134,0.43544986844062805,6.018581867218018,0.3333333333333333,1,0.17429512739181519,1.0
54,cifar_captum_cnn_output,6.0,1,2,1.0,0.0,PIECE,0.8391626392373189,0.0032594840696211296,0,1598.3606,34.827328,1.7509899,1739.1154,0.8001213669776917,0.800443708896637,0.5918338298797607,35.73727917671204,0.4444444444444444,1,0.0003223419189453125,1.0
55,cifar_captum_cnn_output,6.0,1,2,1.0,1.0,PIECE,0.7686976866280637,0.0031814234354731585,1,1427.1774,32.28881,1.5914208,1638.1685,0.8001213669776917,0.8240510821342468,0.6198534965515137,0.3160531520843506,0.4444444444444444,1,0.023929715156555176,0.0
56,cifar_captum_cnn_output,6.0,1,2,4.0,3.0,PIECE,0.7289212303286428,0.00313951662349233,0,1592.4082,34.792076,1.8286393,1412.6,0.8001213669776917,0.7975053191184998,0.5961451530456543,35.571483850479126,0.4444444444444444,1,0.0026160478591918945,1.0
57,cifar_captum_cnn_output,6.0,1,2,4.0,4.0,PIECE,0.7208690610782703,0.0035210846169925073,1,1417.4412,31.83202,1.6176,1227.7642,0.8001213669776917,0.8130298852920532,0.6029369831085205,1.8285892009735107,0.4444444444444444,1,0.012908518314361572,1.0
58,cifar_captum_cnn_output,6.0,1,2,5.0,5.0,PIECE,0.8268274379458087,0.003946314283428969,1,1404.6011,31.87563,1.6289206,1468.2838,0.8001213669776917,0.8180432319641113,0.6072984337806702,1.93268084526062,0.4444444444444444,1,0.017921864986419678,1.0
59,cifar_captum_cnn_output,6.0,1,2,6.0,6.0,PIECE,0.8431131313338567,0.003698994756516779,1,1408.7029,31.77736,1.6064436,1224.4386,0.8001213669776917,0.8179311156272888,0.6088512539863586,1.5804600715637207,0.4444444444444444,1,0.017809748649597168,0.0
60,cifar_captum_cnn_output,6.0,1,2,4.0,7.0,PIECE,0.7525913524790357,0.003732019388122398,0,1503.7449,33.21673,1.5909145,1432.5815,0.8001213669776917,0.7707902789115906,0.5280481576919556,35.71715497970581,0.4444444444444444,1,0.029331088066101074,0.0
61,cifar_captum_cnn_output,6.0,1,2,1.0,8.0,PIECE,0.8338895698443662,0.0031725875961952994,0,1648.867,35.911907,1.7970301,1298.1628,0.8001213669776917,0.7959491014480591,0.5513761639595032,35.780648708343506,0.4444444444444444,1,0.004172265529632568,1.0
62,cifar_captum_cnn_output,6.0,1,2,1.0,9.0,PIECE,0.8233927029132563,0.0035420496237776643,0,1479.5997,32.824997,1.6666738,1661.8785,0.8001213669776917,0.8098932504653931,0.5905213952064514,35.70011138916016,0.4444444444444444,1,0.009771883487701416,0.0
63,cifar_captum_cnn_output,7.0,6,2,0.0,0.0,PIECE,1.2346676737352607,0.0016559992852895594,1,688.6905,15.139778,0.97025007,1858.574,0.8678469061851501,0.8955715298652649,0.5843002796173096,28.690271615982056,0.6666666666666666,1,0.027724623680114746,1.0
64,cifar_captum_cnn_output,7.0,6,2,2.0,1.0,PIECE,1.0,0.0020470153637179808,0,570.2677,12.7648945,0.9312862,1356.4293,0.8678469061851501,0.8403943181037903,0.4355528950691223,35.55274057388306,0.6666666666666666,1,0.027452588081359863,0.0
65,cifar_captum_cnn_output,7.0,6,2,2.0,3.0,PIECE,1.0,0.0017965447077966865,0,546.2895,12.104416,0.8438506,1178.7391,0.8678469061851501,0.8593582510948181,0.4167211651802063,35.58682608604431,0.6666666666666666,1,0.008488655090332031,1.0
66,cifar_captum_cnn_output,7.0,6,2,4.0,4.0,PIECE,0.9539503873742025,0.0013804284718370288,1,492.10516,11.058632,0.8863765,841.1832,0.8678469061851501,0.8771783709526062,0.4490218460559845,0.3946835994720459,0.6666666666666666,1,0.009331464767456055,0.0
